regime,n,positive_count,negative_count,metric,left_method,right_method,left_estimate,right_estimate,difference,ci_low,ci_high,raw_p_value,valid_bootstrap_replicates,status,holm_p_value
confirmed-only,4057,28,4029,Top-5% lift,Temporal Vanilla PageRank,Downloads,13.56140042223786,16.41643209007741,-2.855031667839551,-7.091530271730495,0.6446845701573185,0.13858614138586142,10000,estimable,1.0
confirmed-only,4057,28,4029,Top-10% lift,Temporal Vanilla PageRank,Downloads,8.565095003518648,9.992610837438423,-1.4275158339197755,-2.8550316678395493,-0.30280638901328594,0.0413958604139586,10000,estimable,0.8693130686931306
confirmed-only,4057,28,4029,AUROC,Temporal Vanilla PageRank,Likes,0.893216147218381,0.9503022728078573,-0.05708612558947623,-0.15496597084904384,0.02533833649732016,0.19978002199780023,10000,estimable,1.0
confirmed-only,4057,28,4029,AP,Temporal Vanilla PageRank,Likes,0.36201880848056806,0.609370629380257,-0.24735182089968893,-0.40660744564135715,-0.0931663940317368,0.0017998200179982,10000,estimable,0.0251974802519748
confirmed-only,4057,28,4029,Top-1% lift,Temporal Vanilla PageRank,Likes,38.87369337979094,63.61149825783972,-24.737804878048777,-43.022269353128316,-10.41591784338896,0.0011998800119988001,10000,estimable,0.025197480251974803
confirmed-only,4057,28,4029,Top-5% lift,Temporal Vanilla PageRank,Likes,13.56140042223786,17.130190007037296,-3.568789584799436,-6.6617405582922835,-0.8689226815163842,0.012798720127987202,10000,estimable,0.26037396260373963
confirmed-only,4057,28,4029,Top-10% lift,Temporal Vanilla PageRank,Likes,8.565095003518648,8.921973961998592,-0.35687895847994433,-1.9340537104719528,1.2490763546798025,0.8347165283471653,10000,estimable,1.0
confirmed-only,4057,28,4029,AUROC,Downloads,Likes,0.9870581143849945,0.9503022728078573,0.03675584157713718,-0.005985566616623347,0.0982774102903718,0.2191780821917808,10000,estimable,1.0
confirmed-only,4057,28,4029,AP,Downloads,Likes,0.6864386335401751,0.609370629380257,0.0770680041599181,-0.10453302230224186,0.2538808478055201,0.401959804019598,10000,estimable,1.0
confirmed-only,4057,28,4029,Top-1% lift,Downloads,Likes,67.14547038327527,63.61149825783972,3.5339721254355467,-17.20890774125133,18.847851335656216,1.0,10000,estimable,1.0
confirmed-only,4057,28,4029,Top-5% lift,Downloads,Likes,16.41643209007741,17.130190007037296,-0.7137579169598851,-3.5268038249782663,2.7252575011195717,1.0,10000,estimable,1.0
confirmed-only,4057,28,4029,Top-10% lift,Downloads,Likes,9.992610837438423,8.921973961998592,1.0706368754398312,0.0,2.3791930565329578,0.10278972102789721,10000,estimable,1.0
undecidable-negative,4088,28,4060,AUROC,S_C3_Q10,Submitted Full ModelRank,0.9764426460239268,0.9884412385643913,-0.011998592540464426,-0.017857869126143608,-0.006037340562793795,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,AP,S_C3_Q10,Submitted Full ModelRank,0.2648768096414744,0.4577317103887361,-0.1928549007472617,-0.31681636361498133,-0.09920537993119989,0.00039996000399960006,10000,estimable,0.008399160083991601
undecidable-negative,4088,28,4060,Top-1% lift,S_C3_Q10,Submitted Full ModelRank,35.609756097560975,64.09756097560977,-28.48780487804879,-46.5352743902439,-10.779169413315756,0.00039996000399960006,10000,estimable,0.010798920107989201
undecidable-negative,4088,28,4060,Top-5% lift,S_C3_Q10,Submitted Full ModelRank,16.38048780487805,17.804878048780488,-1.4243902439024367,-4.431436314363145,1.208573540280856,0.4353564643535646,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-10% lift,S_C3_Q10,Submitted Full ModelRank,9.995110024449877,9.995110024449877,0.0,-0.624694376528117,0.0,1.0,10000,estimable,1.0
undecidable-negative,4088,28,4060,AUROC,S_C3_Q10,AllTime DerivCount,0.9764426460239268,0.9049832864180155,0.07145935960591132,0.014476709231121284,0.14191034911531702,0.013398660133986601,10000,estimable,0.1473852614738526
undecidable-negative,4088,28,4060,AP,S_C3_Q10,AllTime DerivCount,0.2648768096414744,0.3469347465562709,-0.08205793691479646,-0.19555114411765356,0.019282864347138374,0.12858714128587143,10000,estimable,0.853914608539146
undecidable-negative,4088,28,4060,Top-1% lift,S_C3_Q10,AllTime DerivCount,35.609756097560975,46.29268292682927,-10.682926829268297,-22.15718157181572,3.692863595302626,0.31016898310168983,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-5% lift,S_C3_Q10,AllTime DerivCount,16.38048780487805,13.531707317073172,2.848780487804879,-0.6231707317073152,6.345011086474502,0.14078592140785923,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-10% lift,S_C3_Q10,AllTime DerivCount,9.995110024449877,8.567237163814182,1.427872860635695,0.285574572127139,2.8111246943765273,0.04559544045595441,10000,estimable,0.8147185281471853
undecidable-negative,4088,28,4060,AUROC,S_C3_Q10,Current DerivCount,0.9764426460239268,0.6745909570724842,0.30185168895144265,0.21392326843187617,0.3840724993609432,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,AP,S_C3_Q10,Current DerivCount,0.2648768096414744,0.1260202562263738,0.13885655341510061,0.07429167442917968,0.1868196938596718,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,Top-1% lift,S_C3_Q10,Current DerivCount,35.609756097560975,28.487804878048784,7.121951219512191,0.0,24.067283431455003,0.6715328467153284,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-5% lift,S_C3_Q10,Current DerivCount,16.38048780487805,7.121951219512196,9.258536585365855,5.501093355761142,13.038649155722325,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,Top-10% lift,S_C3_Q10,Current DerivCount,9.995110024449877,3.9266503667481665,6.068459657701711,4.100557958748668,7.853300733496332,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,AUROC,S_C3_Q10,Vanilla PageRank,0.9764426460239268,0.9032063687543983,0.07323627726952853,0.016646778863907537,0.14337186598936796,0.007999200079992,10000,estimable,0.103989601039896
undecidable-negative,4088,28,4060,AP,S_C3_Q10,Vanilla PageRank,0.2648768096414744,0.34828659379474425,-0.08340978415326983,-0.17942953636203726,0.012556081384040647,0.10058994100589941,10000,estimable,0.853914608539146
undecidable-negative,4088,28,4060,Top-1% lift,S_C3_Q10,Vanilla PageRank,35.609756097560975,39.170731707317074,-3.560975609756099,-16.617886178861788,7.385727190605241,0.708929107089291,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-5% lift,S_C3_Q10,Vanilla PageRank,16.38048780487805,13.531707317073172,2.848780487804879,-0.5865136298421803,6.345011086474502,0.13658634136586342,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-10% lift,S_C3_Q10,Vanilla PageRank,9.995110024449877,8.567237163814182,1.427872860635695,0.285574572127139,2.8111246943765273,0.04559544045595441,10000,estimable,0.8147185281471853
undecidable-negative,4088,28,4060,AUROC,S_C3_Q10,Temporal Vanilla PageRank,0.9764426460239268,0.8919071076706545,0.08453553835327232,0.010414938454027465,0.1765798025489503,0.007999200079992,10000,estimable,0.103989601039896
undecidable-negative,4088,28,4060,AP,S_C3_Q10,Temporal Vanilla PageRank,0.2648768096414744,0.35205919678027825,-0.08718238713880383,-0.18401160647567266,0.00931471180209841,0.08439156084391561,10000,estimable,0.853914608539146
undecidable-negative,4088,28,4060,Top-1% lift,S_C3_Q10,Temporal Vanilla PageRank,35.609756097560975,39.170731707317074,-3.560975609756099,-16.61788617886179,7.6697936210131274,0.7191280871912809,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-5% lift,S_C3_Q10,Temporal Vanilla PageRank,16.38048780487805,13.531707317073172,2.848780487804879,-0.5697560975609761,6.345011086474502,0.1377862213778622,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-10% lift,S_C3_Q10,Temporal Vanilla PageRank,9.995110024449877,8.567237163814182,1.427872860635695,0.285574572127139,2.8111246943765273,0.04559544045595441,10000,estimable,0.8147185281471853
undecidable-negative,4088,28,4060,AUROC,S_C3_Q10,Downloads,0.9764426460239268,0.9861321252638987,-0.009689479239971877,-0.017890630067053673,-0.0011834644790927596,0.026797320267973202,10000,estimable,0.267973202679732
undecidable-negative,4088,28,4060,AP,S_C3_Q10,Downloads,0.2648768096414744,0.6620258457061161,-0.3971490360646417,-0.5511984382335844,-0.21248723955890192,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,Top-1% lift,S_C3_Q10,Downloads,35.609756097560975,67.65853658536587,-32.04878048780489,-49.853658536585364,-13.294308943089433,0.0007999200079992001,10000,estimable,0.019998000199980003
undecidable-negative,4088,28,4060,Top-5% lift,S_C3_Q10,Downloads,16.38048780487805,16.38048780487805,0.0,-3.560975609756097,3.438183347350714,1.0,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-10% lift,S_C3_Q10,Downloads,9.995110024449877,9.995110024449877,0.0,-0.624694376528117,0.0,1.0,10000,estimable,1.0
undecidable-negative,4088,28,4060,AUROC,S_C3_Q10,Likes,0.9764426460239268,0.9482582688247713,0.028184377199155564,-0.0119327710245584,0.0871125589700387,0.2763723627637236,10000,estimable,1.0
undecidable-negative,4088,28,4060,AP,S_C3_Q10,Likes,0.2648768096414744,0.5026426125293122,-0.23776580288783777,-0.3990050909961857,-0.05218821437318677,0.015798420157984203,10000,estimable,0.25277472252774724
undecidable-negative,4088,28,4060,Top-1% lift,S_C3_Q10,Likes,35.609756097560975,56.97560975609757,-21.365853658536594,-41.982028241335044,-4.154471544715449,0.022397760223977603,10000,estimable,0.42555744425557446
undecidable-negative,4088,28,4060,Top-5% lift,S_C3_Q10,Likes,16.38048780487805,17.09268292682927,-0.7121951219512184,-2.6010604453870627,0.6647154471544745,0.7677232276772322,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-10% lift,S_C3_Q10,Likes,9.995110024449877,8.924205378973106,1.0709046454767712,0.0,2.3517905939882056,0.142985701429857,10000,estimable,1.0
undecidable-negative,4088,28,4060,AUROC,Submitted Full ModelRank,AllTime DerivCount,0.9884412385643913,0.9049832864180155,0.08345795214637575,0.023373128601798417,0.1561984018542606,0.0005999400059994001,10000,estimable,0.010198980101989802
undecidable-negative,4088,28,4060,AP,Submitted Full ModelRank,AllTime DerivCount,0.4577317103887361,0.3469347465562709,0.11079696383246523,-0.006007272789053306,0.2565752346937518,0.06259374062593741,10000,estimable,0.853914608539146
undecidable-negative,4088,28,4060,Top-1% lift,Submitted Full ModelRank,AllTime DerivCount,64.09756097560977,46.29268292682927,17.804878048780495,0.0,37.983739837398375,0.053394660533946606,10000,estimable,0.8009199080091991
undecidable-negative,4088,28,4060,Top-5% lift,Submitted Full ModelRank,AllTime DerivCount,17.804878048780488,13.531707317073172,4.2731707317073155,0.7121951219512219,7.9765853658536585,0.0327967203279672,10000,estimable,0.5687431256874314
undecidable-negative,4088,28,4060,Top-10% lift,Submitted Full ModelRank,AllTime DerivCount,9.995110024449877,8.567237163814182,1.427872860635695,0.3123471882640576,2.8557457212713935,0.0387961203879612,10000,estimable,0.8147185281471853
undecidable-negative,4088,28,4060,AUROC,Submitted Full ModelRank,Current DerivCount,0.9884412385643913,0.6745909570724842,0.3138502814919071,0.22278901323864447,0.39906097886058334,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,AP,Submitted Full ModelRank,Current DerivCount,0.4577317103887361,0.1260202562263738,0.3317114541623623,0.21415495136839283,0.4653179802359404,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,Top-1% lift,Submitted Full ModelRank,Current DerivCount,64.09756097560977,28.487804878048784,35.60975609756098,18.361173999299808,53.68855534709193,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,Top-5% lift,Submitted Full ModelRank,Current DerivCount,17.804878048780488,7.121951219512196,10.682926829268292,6.902814258911819,14.440370058873,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,Top-10% lift,Submitted Full ModelRank,Current DerivCount,9.995110024449877,3.9266503667481665,6.068459657701711,4.1359075963240866,7.912795436022819,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,AUROC,Submitted Full ModelRank,Vanilla PageRank,0.9884412385643913,0.9032063687543983,0.08523486980999295,0.0253319463768495,0.15766676436356836,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,AP,Submitted Full ModelRank,Vanilla PageRank,0.4577317103887361,0.34828659379474425,0.10944511659399186,-0.008575071767260146,0.2690364786858513,0.0665933406659334,10000,estimable,0.853914608539146
undecidable-negative,4088,28,4060,Top-1% lift,Submitted Full ModelRank,Vanilla PageRank,64.09756097560977,39.170731707317074,24.926829268292693,6.04286770140429,42.300073909830004,0.014198580141985802,10000,estimable,0.29817018298170184
undecidable-negative,4088,28,4060,Top-5% lift,Submitted Full ModelRank,Vanilla PageRank,17.804878048780488,13.531707317073172,4.2731707317073155,0.7385727190605244,7.9765853658536585,0.031596840315968405,10000,estimable,0.5687431256874314
undecidable-negative,4088,28,4060,Top-10% lift,Submitted Full ModelRank,Vanilla PageRank,9.995110024449877,8.567237163814182,1.427872860635695,0.3123471882640576,2.8557457212713935,0.0387961203879612,10000,estimable,0.8147185281471853
undecidable-negative,4088,28,4060,AUROC,Submitted Full ModelRank,Temporal Vanilla PageRank,0.9884412385643913,0.8919071076706545,0.09653413089373675,0.01983276800557774,0.19051189423170106,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,AP,Submitted Full ModelRank,Temporal Vanilla PageRank,0.4577317103887361,0.35205919678027825,0.10567251360845786,-0.012062761761613049,0.26519177911566943,0.073992600739926,10000,estimable,0.853914608539146
undecidable-negative,4088,28,4060,Top-1% lift,Submitted Full ModelRank,Temporal Vanilla PageRank,64.09756097560977,39.170731707317074,24.926829268292693,5.247753530166882,42.73170731707317,0.017198280171982803,10000,estimable,0.34396560343965604
undecidable-negative,4088,28,4060,Top-5% lift,Submitted Full ModelRank,Temporal Vanilla PageRank,17.804878048780488,13.531707317073172,4.2731707317073155,0.7385727190605209,7.9765853658536585,0.0321967803219678,10000,estimable,0.5687431256874314
undecidable-negative,4088,28,4060,Top-10% lift,Submitted Full ModelRank,Temporal Vanilla PageRank,9.995110024449877,8.567237163814182,1.427872860635695,0.3123471882640576,2.8557457212713935,0.0387961203879612,10000,estimable,0.8147185281471853
undecidable-negative,4088,28,4060,AUROC,Submitted Full ModelRank,Downloads,0.9884412385643913,0.9861321252638987,0.002309113300492549,-0.002328302621812983,0.007936003150574774,0.38216178382161786,10000,estimable,1.0
undecidable-negative,4088,28,4060,AP,Submitted Full ModelRank,Downloads,0.4577317103887361,0.6620258457061161,-0.20429413531738,-0.33749807322878406,-0.024638298869890798,0.021997800219978002,10000,estimable,0.32996700329967005
undecidable-negative,4088,28,4060,Top-1% lift,Submitted Full ModelRank,Downloads,64.09756097560977,67.65853658536587,-3.560975609756099,-15.953170731707317,8.804369375244464,0.8367163283671633,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-5% lift,Submitted Full ModelRank,Downloads,17.804878048780488,16.38048780487805,1.4243902439024367,0.0,3.798373983739838,0.3107689231076892,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-10% lift,Submitted Full ModelRank,Downloads,9.995110024449877,9.995110024449877,0.0,0.0,0.0,1.0,10000,estimable,1.0
undecidable-negative,4088,28,4060,AUROC,Submitted Full ModelRank,Likes,0.9884412385643913,0.9482582688247713,0.04018296973961999,0.0005480932063661074,0.10027801911906865,0.0321967803219678,10000,estimable,0.28977102289771023
undecidable-negative,4088,28,4060,AP,Submitted Full ModelRank,Likes,0.4577317103887361,0.5026426125293122,-0.04491090214057608,-0.18723133665767794,0.13941463402764354,0.7483251674832517,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-1% lift,Submitted Full ModelRank,Likes,64.09756097560977,56.97560975609757,7.121951219512198,-11.504690431519705,21.8109756097561,0.7153284671532847,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-5% lift,Submitted Full ModelRank,Likes,17.804878048780488,17.09268292682927,0.7121951219512184,-1.533958724202627,3.3235772357723583,0.7445255474452555,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-10% lift,Submitted Full ModelRank,Likes,9.995110024449877,8.924205378973106,1.0709046454767712,0.0,2.3797881010594946,0.10258974102589741,10000,estimable,1.0
undecidable-negative,4088,28,4060,AUROC,AllTime DerivCount,Current DerivCount,0.9049832864180155,0.6745909570724842,0.23039232934553133,0.13674783478487687,0.3221760367950189,0.00039996000399960006,10000,estimable,0.007599240075992401
undecidable-negative,4088,28,4060,AP,AllTime DerivCount,Current DerivCount,0.3469347465562709,0.1260202562263738,0.22091449032989707,0.10236073885935643,0.3373234824202767,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,Top-1% lift,AllTime DerivCount,Current DerivCount,46.29268292682927,28.487804878048784,17.804878048780488,0.0,33.235772357723576,0.0683931606839316,10000,estimable,0.9575042495750424
undecidable-negative,4088,28,4060,Top-5% lift,AllTime DerivCount,Current DerivCount,13.531707317073172,7.121951219512196,6.409756097560976,3.066755358462675,9.970731707317075,0.0005999400059994001,10000,estimable,0.014398560143985602
undecidable-negative,4088,28,4060,Top-10% lift,AllTime DerivCount,Current DerivCount,8.567237163814182,3.9266503667481665,4.640586797066016,2.7572717308827244,6.535264246755689,0.00039996000399960006,10000,estimable,0.009599040095990401
undecidable-negative,4088,28,4060,AUROC,AllTime DerivCount,Vanilla PageRank,0.9049832864180155,0.9032063687543983,0.0017769176636172057,0.0008805374639257708,0.0029037510135737354,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,AP,AllTime DerivCount,Vanilla PageRank,0.3469347465562709,0.34828659379474425,-0.0013518472384733693,-0.043916463912699696,0.039488263082385455,0.7371262873712628,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-1% lift,AllTime DerivCount,Vanilla PageRank,46.29268292682927,39.170731707317074,7.121951219512198,0.0,14.956097560975607,0.8109189081091891,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-5% lift,AllTime DerivCount,Vanilla PageRank,13.531707317073172,13.531707317073172,0.0,0.0,0.0,1.0,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-10% lift,AllTime DerivCount,Vanilla PageRank,8.567237163814182,8.567237163814182,0.0,0.0,0.0,1.0,10000,estimable,1.0
undecidable-negative,4088,28,4060,AUROC,AllTime DerivCount,Temporal Vanilla PageRank,0.9049832864180155,0.8919071076706545,0.013076178747361,-0.0256687583894642,0.05530549489410987,0.4911508849115088,10000,estimable,1.0
undecidable-negative,4088,28,4060,AP,AllTime DerivCount,Temporal Vanilla PageRank,0.3469347465562709,0.35205919678027825,-0.005124450224007371,-0.04773815552802452,0.03654324289041331,0.8565143485651435,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-1% lift,AllTime DerivCount,Temporal Vanilla PageRank,46.29268292682927,39.170731707317074,7.121951219512198,0.0,15.579268292682926,0.8667133286671332,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-5% lift,AllTime DerivCount,Temporal Vanilla PageRank,13.531707317073172,13.531707317073172,0.0,0.0,0.0,1.0,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-10% lift,AllTime DerivCount,Temporal Vanilla PageRank,8.567237163814182,8.567237163814182,0.0,0.0,0.0,1.0,10000,estimable,1.0
undecidable-negative,4088,28,4060,AUROC,AllTime DerivCount,Downloads,0.9049832864180155,0.9861321252638987,-0.0811488388458832,-0.1540288497872733,-0.02028648511166843,0.0031996800319968005,10000,estimable,0.044795520447955206
undecidable-negative,4088,28,4060,AP,AllTime DerivCount,Downloads,0.3469347465562709,0.6620258457061161,-0.31509109914984523,-0.4854680741728013,-0.12060285642388291,0.0023997600239976003,10000,estimable,0.04179582041795821
undecidable-negative,4088,28,4060,Top-1% lift,AllTime DerivCount,Downloads,46.29268292682927,67.65853658536587,-21.365853658536594,-41.81274586939418,-3.323577235772362,0.04179582041795821,10000,estimable,0.6687331266873313
undecidable-negative,4088,28,4060,Top-5% lift,AllTime DerivCount,Downloads,13.531707317073172,16.38048780487805,-2.848780487804879,-6.87636669470143,0.949593495934959,0.20217978202179782,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-10% lift,AllTime DerivCount,Downloads,8.567237163814182,9.995110024449877,-1.427872860635695,-2.8557457212713935,-0.3123471882640576,0.0387961203879612,10000,estimable,0.8147185281471853
undecidable-negative,4088,28,4060,AUROC,AllTime DerivCount,Likes,0.9049832864180155,0.9482582688247713,-0.04327498240675576,-0.1196657920815054,0.025871563288474387,0.20557944205579443,10000,estimable,1.0
undecidable-negative,4088,28,4060,AP,AllTime DerivCount,Likes,0.3469347465562709,0.5026426125293122,-0.15570786597304132,-0.31902436928837,0.01896723519078392,0.0837916208379162,10000,estimable,0.853914608539146
undecidable-negative,4088,28,4060,Top-1% lift,AllTime DerivCount,Likes,46.29268292682927,56.97560975609757,-10.682926829268297,-30.67917448405253,0.0,0.10578942105789421,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-5% lift,AllTime DerivCount,Likes,13.531707317073172,17.09268292682927,-3.560975609756097,-6.647154471544715,-0.7669793621013135,0.020997900209979003,10000,estimable,0.41575842415758424
undecidable-negative,4088,28,4060,Top-10% lift,AllTime DerivCount,Likes,8.567237163814182,8.924205378973106,-0.35696821515892374,-1.9990220048899756,1.249388753056234,0.8367163283671633,10000,estimable,1.0
undecidable-negative,4088,28,4060,AUROC,Current DerivCount,Vanilla PageRank,0.6745909570724842,0.9032063687543983,-0.22861541168191413,-0.31981461752833257,-0.13568071291302616,0.00039996000399960006,10000,estimable,0.007599240075992401
undecidable-negative,4088,28,4060,AP,Current DerivCount,Vanilla PageRank,0.1260202562263738,0.34828659379474425,-0.22226633756837044,-0.3228058231949069,-0.1007696943623301,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,Top-1% lift,Current DerivCount,Vanilla PageRank,28.487804878048784,39.170731707317074,-10.68292682926829,-28.487804878048784,3.6928635953026188,0.21897810218978103,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-5% lift,Current DerivCount,Vanilla PageRank,7.121951219512196,13.531707317073172,-6.409756097560976,-9.970731707317075,-3.0206784922394783,0.0005999400059994001,10000,estimable,0.014398560143985602
undecidable-negative,4088,28,4060,Top-10% lift,Current DerivCount,Vanilla PageRank,3.9266503667481665,8.567237163814182,-4.640586797066016,-6.535264246755689,-2.7572717308827244,0.00039996000399960006,10000,estimable,0.009599040095990401
undecidable-negative,4088,28,4060,AUROC,Current DerivCount,Temporal Vanilla PageRank,0.6745909570724842,0.8919071076706545,-0.21731615059817033,-0.3188499960525892,-0.11072573341860181,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,AP,Current DerivCount,Temporal Vanilla PageRank,0.1260202562263738,0.35205919678027825,-0.22603894055390444,-0.3274076049186102,-0.10363153537899289,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,Top-1% lift,Current DerivCount,Temporal Vanilla PageRank,28.487804878048784,39.170731707317074,-10.68292682926829,-28.487804878048784,3.834896810506571,0.2323767623237676,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-5% lift,Current DerivCount,Temporal Vanilla PageRank,7.121951219512196,13.531707317073172,-6.409756097560976,-9.970731707317075,-3.0214338507021434,0.0005999400059994001,10000,estimable,0.014398560143985602
undecidable-negative,4088,28,4060,Top-10% lift,Current DerivCount,Temporal Vanilla PageRank,3.9266503667481665,8.567237163814182,-4.640586797066016,-6.535264246755689,-2.7572717308827244,0.00039996000399960006,10000,estimable,0.009599040095990401
undecidable-negative,4088,28,4060,AUROC,Current DerivCount,Downloads,0.6745909570724842,0.9861321252638987,-0.31154116819141453,-0.39613753777862265,-0.22129634889974628,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,AP,Current DerivCount,Downloads,0.1260202562263738,0.6620258457061161,-0.5360055894797423,-0.6801981880345707,-0.34021383874697425,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,Top-1% lift,Current DerivCount,Downloads,28.487804878048784,67.65853658536587,-39.17073170731708,-58.16260162601626,-18.991869918699187,0.00039996000399960006,10000,estimable,0.010798920107989201
undecidable-negative,4088,28,4060,Top-5% lift,Current DerivCount,Downloads,7.121951219512196,16.38048780487805,-9.258536585365855,-13.29430894308943,-5.501093355761144,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,Top-10% lift,Current DerivCount,Downloads,3.9266503667481665,9.995110024449877,-6.068459657701711,-7.912795436022819,-4.1359075963240866,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,AUROC,Current DerivCount,Likes,0.6745909570724842,0.9482582688247713,-0.2736673117522871,-0.3650480881685055,-0.17771288265230234,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,AP,Current DerivCount,Likes,0.1260202562263738,0.5026426125293122,-0.3766223563029384,-0.5310288250960375,-0.18019851681740465,0.0005999400059994001,10000,estimable,0.011998800119988001
undecidable-negative,4088,28,4060,Top-1% lift,Current DerivCount,Likes,28.487804878048784,56.97560975609757,-28.487804878048784,-49.85365853658537,-11.07859078590786,0.0025997400259974,10000,estimable,0.0623937606239376
undecidable-negative,4088,28,4060,Top-5% lift,Current DerivCount,Likes,7.121951219512196,17.09268292682927,-9.970731707317073,-13.709756097560973,-6.135834896810506,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,Top-10% lift,Current DerivCount,Likes,3.9266503667481665,8.924205378973106,-4.9975550122249395,-6.893179327206813,-3.1019306972430662,0.00019998000199980003,10000,estimable,0.005599440055994401
undecidable-negative,4088,28,4060,AUROC,Vanilla PageRank,Temporal Vanilla PageRank,0.9032063687543983,0.8919071076706545,0.011299261083743795,-0.027322450398416964,0.053647054412195944,0.6155384461553844,10000,estimable,1.0
undecidable-negative,4088,28,4060,AP,Vanilla PageRank,Temporal Vanilla PageRank,0.34828659379474425,0.35205919678027825,-0.0037726029855340015,-0.00916133232811604,0.0013478422046253236,0.11758824117588242,10000,estimable,0.853914608539146
undecidable-negative,4088,28,4060,Top-1% lift,Vanilla PageRank,Temporal Vanilla PageRank,39.170731707317074,39.170731707317074,0.0,-3.834896810506571,3.988292682926833,1.0,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-5% lift,Vanilla PageRank,Temporal Vanilla PageRank,13.531707317073172,13.531707317073172,0.0,0.0,0.0,1.0,10000,estimable,1.0
undecidable-negative,4088,28,4060,Top-10% lift,Vanilla PageRank,Temporal Vanilla PageRank,8.567237163814182,8.567237163814182,0.0,0.0,0.0,1.0,10000,estimable,1.0
undecidable-negative,4088,28,4060,AUROC,Vanilla PageRank,Downloads,0.9032063687543983,0.9861321252638987,-0.0829257565095004,-0.15556538296186426,-0.022274776844809798,0.001999800019998,10000,estimable,0.029997000299970003
undecidable-negative,4088,28,4060,AP,Vanilla PageRank,Downloads,0.34828659379474425,0.6620258457061161,-0.31373925191137186,-0.48889381884415317,-0.13167139136956693,0.0021997800219978004,10000,estimable,0.04179582041795821
undecidable-negative,4088,28,4060,Top-1% lift,Vanilla PageRank,Downloads,39.170731707317074,67.65853658536587,-28.48780487804879,-45.32150776053215,-7.9765853658536585,0.0103989601039896,10000,estimable,0.2391760823917608
undecidable-negative,4088,28,4060,Top-5% lift,Vanilla PageRank,Downloads,13.531707317073172,16.38048780487805,-2.848780487804879,-6.87636669470143,0.949593495934959,0.19838016198380162,10000,estimable,1.0
