layer,metric,method,n_months,mean_top_value,mean_base_value,mean_lift,mean_spearman,mean_auc
repropagation,future_child_future_child_count_mean_3m,Downloads,14,0.0029206174062859436,0.0008169823032047729,4.0517601802624315,0.012389673614527733,
repropagation,future_child_future_child_count_mean_3m,EventValue,14,0.003550120454172507,0.0008169823032047729,4.448917848934161,0.09419857331190162,
repropagation,future_child_future_child_count_mean_3m,ModelRank,14,0.004610511160947302,0.0008169823032047729,6.302974540088627,0.021561977696318478,
repropagation,future_child_future_child_count_mean_3m,Simplified-MR,14,0.004222318426889413,0.0008169823032047729,5.882829504109843,0.02151657350874679,
repropagation,future_child_future_child_count_median_3m,AllTimeDerivCount,14,0.003306395046106479,0.000506778592117224,7.510465433021382,0.05158227024889723,
repropagation,future_child_future_child_count_median_3m,CurrentDerivCount,14,0.0023132096178095376,0.000506778592117224,4.487472938760065,0.05818143510341549,
repropagation,future_child_future_child_count_median_3m,Downloads,14,0.002063090158749474,0.000506778592117224,4.371967421315012,0.010531869093857744,
repropagation,future_child_future_child_count_median_3m,EventValue,14,0.0023132096178095376,0.000506778592117224,4.487472938760065,0.058045439568277964,
repropagation,future_child_future_child_count_median_3m,ModelRank,14,0.00320298238059355,0.000506778592117224,6.85177979437785,0.014780597174117878,
repropagation,future_child_future_child_count_median_3m,Simplified-MR,14,0.0029677316234721063,0.000506778592117224,6.399104060757011,0.015085556902442733,
repropagation,future_child_second_order_diffusion_share_3m,AllTimeDerivCount,14,0.000846379626866549,0.00013030023216671006,7.270216550062287,0.06119435834423149,
repropagation,future_child_second_order_diffusion_share_3m,CurrentDerivCount,14,0.0006115198179223085,0.00013030023216671006,4.731212247317181,0.07431615038021519,
repropagation,future_child_second_order_diffusion_share_3m,Downloads,14,0.0005601647060778442,0.00013030023216671006,4.4058602219370915,0.009824669021471241,
repropagation,future_child_second_order_diffusion_share_3m,EventValue,14,0.0006115198179223085,0.00013030023216671006,4.731212247317181,0.07412159110247969,
repropagation,future_child_second_order_diffusion_share_3m,ModelRank,14,0.0008244481740262179,0.00013030023216671006,6.706439644272103,0.016767787512573094,
repropagation,future_child_second_order_diffusion_share_3m,Simplified-MR,14,0.0007700916072944543,0.00013030023216671006,6.356300436735448,0.016989057152852555,
