scheme,month,metric,family,statistic,method,value,candidate_n,base_value
primary,2025-10,future_direct_children_3m,quantity,lift,S_MEM_12,4.713402836071111,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_Q_000,2.474425428550056,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_Q_005,4.737836121272235,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_Q_015,4.737836121272235,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_Q_020,4.737836121272235,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_Q_030,4.737836121272235,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_Q_040,4.737836121272235,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_Q_050,4.737836121272235,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_Q_060,4.737836121272235,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_Q_070,4.737836121272235,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_Q_080,4.737836121272235,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_Q_090,4.737836121272235,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_Q_100,4.7289512902900075,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_WD_000,4.291373364415357,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_WD_025,4.660093850177754,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_WD_075,4.569024332609932,570353,0.007893357271724704
primary,2025-10,future_direct_children_3m,quantity,lift,S_WD_100,4.540148631917696,570353,0.007893357271724704
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_C3_Q10,5.580986191492544,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,AllTime DerivCount,5.097593686717599,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,Current DerivCount,2.358369492992912,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,Vanilla PageRank,5.097593686717599,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,Downloads,3.19820293563221,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,Likes,5.170834975319864,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,MTPR_time_safe_typed,5.043883408409272,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,Simplified_MTPR_time_safe_typed,4.872987068337322,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,No-Propagation ModelRank,4.9364628517926175,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,EventValue_time_safe_typed,2.358369492992912,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,No child quality,5.0682971712766935,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,No type weight,5.0682971712766935,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,No parent size,5.034117903262303,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,No quality teleport,4.9364628517926175,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,No PageRank propagation,4.951111109513071,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,No temporal inheritance,4.921814594072164,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,No event injection,5.034117903262303,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_D_000,4.9364628517926175,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_D_025,5.6053999543599655,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_D_050,5.6053999543599655,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_D_065,5.620048212080419,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_D_075,5.580986191492544,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_D_090,5.551689676051638,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_D_095,5.546806923478154,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_D_099,5.561455181198607,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_MEM_01,4.9364628517926175,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_MEM_03,5.151303965025926,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_MEM_06,5.302669294803939,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_MEM_12,5.54192417090467,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_Q_000,2.7636379565921083,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_Q_005,5.580986191492544,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_Q_015,5.580986191492544,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_Q_020,5.580986191492544,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_Q_030,5.580986191492544,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_Q_040,5.580986191492544,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_Q_050,5.580986191492544,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_Q_060,5.580986191492544,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_Q_070,5.580986191492544,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_Q_080,5.580986191492544,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_Q_090,5.580986191492544,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_Q_100,5.566337933772091,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_WD_000,5.566337933772091,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_WD_025,5.761648036711462,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_WD_075,5.302669294803939,570353,0.003590758705573566
primary,2025-10,future_active_parent_months_3m,quantity,lift,S_WD_100,5.258724521642581,570353,0.003590758705573566
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_C3_Q10,0.7557858910814762,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,AllTime DerivCount,0.7088575963983443,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,Current DerivCount,0.5382411499758396,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,Vanilla PageRank,0.7080289745993132,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,Downloads,0.6630918698311422,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,Likes,0.7172190191058248,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,MTPR_time_safe_typed,0.6842559319406953,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,Simplified_MTPR_time_safe_typed,0.7330981984761622,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,No-Propagation ModelRank,0.7347344238354337,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,EventValue_time_safe_typed,0.5382279699929595,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,No child quality,0.6850789944587857,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,No type weight,0.6849409297554726,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,No parent size,0.6835646609960098,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,No quality teleport,0.6986392359429944,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,No PageRank propagation,0.6807457719439489,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,No temporal inheritance,0.7345264106742887,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,No event injection,0.6830027161749266,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_D_000,0.7347410781704032,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_D_025,0.7543057194195052,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_D_050,0.7560596623584512,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_D_065,0.756214735606047,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_D_075,0.7560136642619047,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_D_090,0.7556755028368154,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_D_095,0.7554835653601795,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_D_099,0.7552832802211248,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_MEM_01,0.7347526954553389,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_MEM_03,0.7419069111770511,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_MEM_06,0.7463841209135758,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_MEM_12,0.7533016655945627,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_Q_000,0.5596780966356908,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_Q_005,0.7557818969265375,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_Q_015,0.7557928037617864,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_Q_020,0.7557971635822166,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_Q_030,0.7558099846981666,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_Q_040,0.755813641353083,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_Q_050,0.7558306125052769,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_Q_060,0.7558606131007727,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_Q_070,0.7558791221847222,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_Q_080,0.7558897672753495,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_Q_090,0.7558207715873644,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_Q_100,0.7548537335022633,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_WD_000,0.7388760672549531,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_WD_025,0.7608334797403573,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_WD_075,0.7483570761151087,570353,0.003175226570211781
primary,2025-10,future_active_parent_binary_3m,quantity,auc,S_WD_100,0.7343528992420285,570353,0.003175226570211781
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_C3_Q10,4.165720866673287,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,AllTime DerivCount,3.7551677101142418,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,Current DerivCount,2.1616021764143305,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,Vanilla PageRank,3.7551677101142418,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,Downloads,2.4498146938065197,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,Likes,3.7596302315534422,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,MTPR_time_safe_typed,3.8669490811555915,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,Simplified_MTPR_time_safe_typed,3.818756578239822,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,No-Propagation ModelRank,3.8703926656242755,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,EventValue_time_safe_typed,2.1616021764143305,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,No child quality,3.8835203879255578,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,No type weight,3.884493478865992,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,No parent size,3.86533281208864,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,No quality teleport,3.7471471423057983,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,No PageRank propagation,3.8201446555258958,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,No temporal inheritance,3.8474077239482227,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,No event injection,3.8653328120886403,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_000,3.8703926656242755,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_025,4.182790943901696,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_050,4.1992480904570835,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_065,4.201490099396736,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_075,4.165019286660903,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_090,4.098692642602417,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_095,4.088466844436609,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_099,4.09433129722712,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_MEM_01,3.8703926656242755,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_MEM_03,3.9673615773769737,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_MEM_06,4.0556420810396485,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_MEM_12,4.130622007838167,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_000,2.4387936993207244,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_005,4.165720866673287,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_015,4.165720866673287,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_020,4.165720866673288,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_030,4.165720866673287,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_040,4.165720866673287,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_050,4.165720866673287,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_060,4.165720866673287,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_070,4.165720866673288,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_080,4.165720866673287,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_090,4.165720866673288,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_100,4.155021238504211,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_WD_000,4.04259660898713,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_WD_025,4.157257487905951,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_WD_075,4.063237274344678,570353,0.02497773002184166
primary,2025-10,future_child_download_quality_sum_3m,descendant_quality,lift,S_WD_100,4.048594994152337,570353,0.02497773002184166
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_C3_Q10,4.959986119718159,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,AllTime DerivCount,4.730518617885057,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,Current DerivCount,3.22345579813309,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,Vanilla PageRank,4.730518617885058,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,Downloads,2.561435094323802,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,Likes,4.795729708050039,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,MTPR_time_safe_typed,4.318357164640691,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,Simplified_MTPR_time_safe_typed,4.271255214636505,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,No-Propagation ModelRank,4.394886338950768,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,EventValue_time_safe_typed,3.22345579813309,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,No child quality,4.336079038039552,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,No type weight,4.336079038039552,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,No parent size,4.318357164640691,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,No quality teleport,4.680092520399122,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,No PageRank propagation,4.276002330255729,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,No temporal inheritance,4.3077027578885145,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,No event injection,4.318357164640691,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_000,4.394886338950768,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_025,4.919600916398949,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_050,4.962700116045133,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_065,4.986329280576949,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_075,4.986329280576948,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_090,4.95998611971816,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_095,4.965893410851113,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_D_099,4.965893410851113,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_MEM_01,4.394886338950768,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_MEM_03,4.4698145447470345,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_MEM_06,4.6897104889040655,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_MEM_12,4.869417720742237,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_000,3.7866303730959316,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_005,4.959986119718159,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_015,4.959986119718159,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_020,4.959986119718159,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_030,4.959986119718159,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_040,4.959986119718159,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_050,4.959986119718159,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_060,4.959986119718159,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_070,4.959986119718159,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_080,4.959986119718159,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_090,4.959986119718159,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_Q_100,4.936356955186345,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_WD_000,5.088124275616998,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_WD_025,5.138684587209382,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_WD_075,4.8237988656713435,570353,0.0020572545224019946
primary,2025-10,future_child_like_quality_sum_3m,descendant_quality,lift,S_WD_100,4.778992283947048,570353,0.0020572545224019946
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_C3_Q10,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,AllTime DerivCount,1.3888718431244205,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,Current DerivCount,1.7521152482492686,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,Vanilla PageRank,1.3888718431244205,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,Downloads,1.2820355474994651,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,Likes,1.7948497664992509,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,MTPR_time_safe_typed,1.8589515438742243,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,Simplified_MTPR_time_safe_typed,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,No-Propagation ModelRank,1.9657878394991797,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,EventValue_time_safe_typed,1.7521152482492686,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,No child quality,1.8803188029992155,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,No type weight,1.8803188029992155,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,No parent size,1.8589515438742243,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,No quality teleport,1.5811771752493402,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,No PageRank propagation,1.8375842847492332,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,No temporal inheritance,1.9230533212491974,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,No event injection,1.8589515438742243,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_D_000,1.9657878394991797,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_D_025,1.9871550986241708,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_D_050,1.9871550986241708,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_D_065,1.9871550986241708,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_D_075,1.9230533212491974,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_D_090,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_D_095,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_D_099,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_MEM_01,1.9657878394991797,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_MEM_03,1.9657878394991797,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_MEM_06,2.029889616874153,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_MEM_12,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_Q_000,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_Q_005,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_Q_015,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_Q_020,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_Q_030,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_Q_040,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_Q_050,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_Q_060,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_Q_070,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_Q_080,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_Q_090,1.9016860621242062,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_Q_100,1.8803188029992155,570353,0.0008205444698283344
primary,2025-10,future_high_download_child_count_3m,descendant_quality,lift,S_WD_000,1.9230533212491974,570353,0.0008205444698283344
