scheme,month,metric,family,statistic,method,value,candidate_n,base_value
primary,2025-06,future_high_like_child_owner_breadth_3m,adoption_breadth,lift,S_Q_020,3.329123187247696,496939,0.0015957692996524725
primary,2025-06,future_high_like_child_owner_breadth_3m,adoption_breadth,lift,S_Q_030,3.329123187247696,496939,0.0015957692996524725
primary,2025-06,future_high_like_child_owner_breadth_3m,adoption_breadth,lift,S_Q_040,3.329123187247696,496939,0.0015957692996524725
primary,2025-06,future_high_like_child_owner_breadth_3m,adoption_breadth,lift,S_Q_050,3.329123187247696,496939,0.0015957692996524725
primary,2025-06,future_high_like_child_owner_breadth_3m,adoption_breadth,lift,S_Q_060,3.329123187247696,496939,0.0015957692996524725
primary,2025-06,future_high_like_child_owner_breadth_3m,adoption_breadth,lift,S_Q_070,3.329123187247696,496939,0.0015957692996524725
primary,2025-06,future_high_like_child_owner_breadth_3m,adoption_breadth,lift,S_Q_080,3.329123187247696,496939,0.0015957692996524725
primary,2025-06,future_high_like_child_owner_breadth_3m,adoption_breadth,lift,S_Q_090,3.329123187247696,496939,0.0015957692996524725
primary,2025-06,future_high_like_child_owner_breadth_3m,adoption_breadth,lift,S_Q_100,3.3039025570412743,496939,0.0015957692996524725
primary,2025-06,future_high_like_child_owner_breadth_3m,adoption_breadth,lift,S_WD_000,3.455226338279806,496939,0.0015957692996524725
primary,2025-06,future_high_like_child_owner_breadth_3m,adoption_breadth,lift,S_WD_025,3.480446968486228,496939,0.0015957692996524725
primary,2025-06,future_high_like_child_owner_breadth_3m,adoption_breadth,lift,S_WD_075,3.127358145596321,496939,0.0015957692996524725
primary,2025-06,future_high_like_child_owner_breadth_3m,adoption_breadth,lift,S_WD_100,3.064306570080266,496939,0.0015957692996524725
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_C3_Q10,4.109291844351426,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,AllTime DerivCount,4.035100820658071,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,Current DerivCount,2.405420089397023,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,Vanilla PageRank,4.035100820658071,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,Downloads,2.514648078861084,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,Likes,3.9356833710756227,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,MTPR_time_safe_typed,3.9275799181838393,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,Simplified_MTPR_time_safe_typed,3.7482694712167053,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,No-Propagation ModelRank,3.8127399512903963,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,EventValue_time_safe_typed,2.405420089397023,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,No child quality,3.9920503982575304,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,No type weight,3.981705564778657,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,No parent size,3.8499936670922907,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,No quality teleport,3.797169650643989,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,No PageRank propagation,3.7517177490429963,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,No temporal inheritance,3.7896488051321975,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,No event injection,3.834476416873981,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_D_000,3.8127399512903963,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_D_025,4.0834297606542425,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_D_050,4.067912510435933,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_D_065,4.078257343914806,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_D_075,4.088602177393679,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_D_090,4.129981511309172,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_D_095,4.129981511309172,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_D_099,4.137222894744383,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_MEM_01,3.8127399512903963,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_MEM_03,4.229981568271612,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_MEM_06,4.300671263710579,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_MEM_12,4.109291844351426,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_Q_000,2.6861345350130157,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_Q_005,4.109291844351426,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_Q_015,4.109291844351426,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_Q_020,4.109291844351426,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_Q_030,4.109291844351426,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_Q_040,4.109291844351426,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_Q_050,4.109291844351426,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_Q_060,4.109291844351426,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_Q_070,4.109291844351426,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_Q_080,4.104119427611988,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_Q_090,4.0989470108725525,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_Q_100,4.049993781017172,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_WD_000,4.274291938339451,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_WD_025,4.382912689867619,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_WD_075,3.8868779245556535,496939,0.003890474166016252
primary,2025-06,future_cross_owner_reuse_share_3m,adoption_breadth,lift,S_WD_100,3.819636506942978,496939,0.003890474166016252
primary,2025-07,future_direct_children_3m,quantity,lift,S_C3_Q10,4.0302365131677815,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,AllTime DerivCount,3.9830302289725514,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,Current DerivCount,3.0566069016411577,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,Vanilla PageRank,3.9830302289725514,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,Downloads,1.9826639361996699,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,Likes,3.294605251125444,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,MTPR_time_safe_typed,3.349679249353212,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,Simplified_MTPR_time_safe_typed,3.28870446560104,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,No-Propagation ModelRank,3.3772162484670964,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,EventValue_time_safe_typed,3.0566069016411577,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,No child quality,3.4342571752029993,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,No type weight,3.4145878901216538,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,No parent size,3.28870446560104,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,No quality teleport,3.91812158820411,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,No PageRank propagation,3.1824903261617714,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,No temporal inheritance,3.349679249353212,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,No event injection,3.272969037535963,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_D_000,3.3772162484670964,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_D_025,3.9476255158261284,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_D_050,4.008600299578301,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_D_065,4.010567228086435,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_D_075,4.01253415659457,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_D_090,4.049905798249127,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_D_095,4.055806583773531,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_D_099,4.087277439903684,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_MEM_01,3.3772162484670964,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_MEM_03,3.7627342360614766,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_MEM_06,3.7942050921916306,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_MEM_12,4.087277439903684,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_Q_000,3.1549533270478873,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_Q_005,4.0302365131677815,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_Q_015,4.0302365131677815,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_Q_020,4.0302365131677815,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_Q_030,4.0302365131677815,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_Q_040,4.0302365131677815,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_Q_050,4.0302365131677815,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_Q_060,4.0302365131677815,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_Q_070,4.0302365131677815,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_Q_080,4.0302365131677815,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_Q_090,4.0302365131677815,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_Q_100,3.9594270868749355,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_WD_000,3.597512241378171,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_WD_025,4.173822294261607,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_WD_075,3.9653278723993397,516733,0.009838736833142068
primary,2025-07,future_direct_children_3m,quantity,lift,S_WD_100,3.9043530886471673,516733,0.009838736833142068
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_C3_Q10,4.126526377881196,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,AllTime DerivCount,4.050578039637984,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,Current DerivCount,2.6033402608923293,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,Vanilla PageRank,4.050578039637984,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,Downloads,2.6792885991355413,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,Likes,3.683494404795791,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,MTPR_time_safe_typed,3.729907278166644,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,Simplified_MTPR_time_safe_typed,3.611765418677202,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,No-Propagation ModelRank,3.7172492217927746,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,EventValue_time_safe_typed,2.6033402608923293,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,No child quality,3.8227330249083473,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,No type weight,3.8058556164098554,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,No parent size,3.6455202356741854,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,No quality teleport,3.8944620110269366,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,No PageRank propagation,3.5189396719354984,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,No temporal inheritance,3.69615246116966,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,No event injection,3.6202041229264483,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_D_000,3.7172492217927746,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_D_025,4.008384518391755,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_D_050,4.084332856634966,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_D_065,4.092771560884213,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_D_075,4.105429617258081,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_D_090,4.151842490628933,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_D_095,4.1645005470028025,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_D_099,4.185597307625916,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_MEM_01,3.7172492217927746,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_MEM_03,4.295300462866112,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_MEM_06,4.324835927738472,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_MEM_12,4.198255363999785,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_Q_000,2.7467982331295078,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_Q_005,4.126526377881196,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_Q_015,4.126526377881196,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_Q_020,4.126526377881196,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_Q_030,4.126526377881196,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_Q_040,4.126526377881196,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_Q_050,4.126526377881196,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_Q_060,4.126526377881196,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_Q_070,4.126526377881196,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_Q_080,4.126526377881196,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_Q_090,4.126526377881196,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_Q_100,4.0294812790148695,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_WD_000,4.11808767363195,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_WD_025,4.3501520404862095,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_WD_075,4.012603870516378,516733,0.0045865079257566286
primary,2025-07,future_active_parent_months_3m,quantity,lift,S_WD_100,3.907120067400805,516733,0.0045865079257566286
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_C3_Q10,0.7164536923286372,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,AllTime DerivCount,0.6473342268383425,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,Current DerivCount,0.5384105084475489,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,Vanilla PageRank,0.6463421322914022,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,Downloads,0.6421035886095892,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,Likes,0.6326027656992176,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,MTPR_time_safe_typed,0.6909782469397099,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,Simplified_MTPR_time_safe_typed,0.6892449522417027,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,No-Propagation ModelRank,0.6924048769360875,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,EventValue_time_safe_typed,0.5383936353507731,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,No child quality,0.6948496764678,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,No type weight,0.6943549705999696,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,No parent size,0.6885220105808477,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,No quality teleport,0.6382845676532145,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,No PageRank propagation,0.6853760477908732,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,No temporal inheritance,0.690795391001669,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,No event injection,0.6879379308408078,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_D_000,0.6924161267040209,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_D_025,0.711834356509924,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_D_050,0.7153731645374236,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_D_065,0.7159945645905796,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_D_075,0.7161671544877778,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_D_090,0.7164175045902066,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_D_095,0.7164668206865157,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_D_099,0.7164230923733548,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_MEM_01,0.6924127240924314,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_MEM_03,0.7178887413227162,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_MEM_06,0.7199370983926378,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_MEM_12,0.7191666641295927,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_Q_000,0.5468000663161801,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_Q_005,0.7164564768894666,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_Q_015,0.7164581537575964,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_Q_020,0.7164503208195303,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_Q_030,0.7164525664187694,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_Q_040,0.7164470777192441,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_Q_050,0.7164409354232645,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_Q_060,0.7164262852653477,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_Q_070,0.7163920049977388,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_Q_080,0.7163194460162307,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_Q_090,0.7161057755157778,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_Q_100,0.7126627755754821,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_WD_000,0.6573792965393702,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_WD_025,0.7233147569046583,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_WD_075,0.705526470468901,516733,0.004232359845413395
primary,2025-07,future_active_parent_binary_3m,quantity,auc,S_WD_100,0.6978397229571428,516733,0.004232359845413395
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_C3_Q10,3.760050518298903,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,AllTime DerivCount,3.8342446149219125,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,Current DerivCount,2.990540918572865,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,Vanilla PageRank,3.8342446149219125,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,Downloads,2.033207684278155,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,Likes,3.2347522269192712,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,MTPR_time_safe_typed,3.3519250077961273,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,Simplified_MTPR_time_safe_typed,3.297180410662841,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,No-Propagation ModelRank,3.3527540969458873,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,EventValue_time_safe_typed,2.990540918572865,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,No child quality,3.4089780185613843,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,No type weight,3.394234545108537,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,No parent size,3.2874144671222867,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,No quality teleport,3.728467560360408,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,No PageRank propagation,3.139947332446617,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,No temporal inheritance,3.362793405109859,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,No event injection,3.2631109556817472,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_000,3.3527540969458873,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_025,3.6930943355661308,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_050,3.741707003216439,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_065,3.732829468767852,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_075,3.7396107331815234,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_090,3.796672667602899,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_095,3.803388294254255,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_D_099,3.8305008044608013,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_MEM_01,3.3527540969458873,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_MEM_03,3.7954992422500693,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_MEM_06,3.7947298562031735,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_MEM_12,3.836083055133374,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_000,3.109980392305487,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_005,3.7600505182989026,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_015,3.760050518298903,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_020,3.7600505182989026,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_030,3.7600505182989026,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_040,3.760050518298903,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_050,3.760050518298903,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_060,3.760050518298903,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_070,3.760050518298903,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_080,3.7600505182989026,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_090,3.760050518298903,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_Q_100,3.705338701337315,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_WD_000,3.601140628409918,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_WD_025,3.9306637102531368,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_WD_075,3.745733677330824,516733,0.03753707714461551
primary,2025-07,future_child_download_quality_sum_3m,descendant_quality,lift,S_WD_100,3.667766196181195,516733,0.03753707714461551
