candidate,baseline,family,metric,statistic,material_threshold,n_months,mean_difference,sd_difference,ci_low,ci_high,p_raw,bootstrap_ci_low,bootstrap_ci_high,bootstrap_direction,holm_p,holm_family_size,decision,robust_material_win,material_loss
S_C3_Q10,Simplified_MTPR_time_safe_typed,descendant_quality,future_child_like_quality_mean_3m,lift,0.1,6,0.6413590774260586,0.417104721375156,0.20363451724608556,1.0790836376060315,0.013070575023766169,0.3433440796051142,0.9503114365669196,positive,0.09506801941072146,21,tie,False,False
S_C3_Q10,Simplified_MTPR_time_safe_typed,descendant_quality,future_child_like_quality_median_3m,lift,0.1,6,0.6873489726520207,0.4351410053211583,0.23069649328782904,1.1440014520162123,0.01176960762329483,0.3763023581822784,1.0054941791235048,positive,0.09506801941072146,21,tie,False,False
S_C3_Q10,Simplified_MTPR_time_safe_typed,repropagation,future_child_becomes_parent_share_3m,lift,0.1,3,1.4938892404964532,0.09974258469140244,1.2461149244001597,1.7416635565927467,0.0014826426583982248,1.3992238964835888,1.598032454509771,positive,0.026687567851168045,21,win,True,False
S_C3_Q10,Simplified_MTPR_time_safe_typed,repropagation,future_child_future_child_count_mean_3m,lift,0.1,3,1.0334156476511067,0.16344608379429096,0.6273930670648356,1.4394382282373779,0.008235441405465914,0.91836738978522,1.220506539603,positive,0.09058985546012505,21,tie,False,False
S_C3_Q10,Simplified_MTPR_time_safe_typed,repropagation,future_child_future_child_count_median_3m,lift,0.1,3,1.2422835249041786,0.11309164046668348,0.961348315940662,1.5232187338676952,0.0027510802015506355,1.1255388605974197,1.351328647195582,positive,0.04366767457397881,21,win,True,False
S_C3_Q10,Simplified_MTPR_time_safe_typed,repropagation,future_child_second_order_diffusion_share_3m,lift,0.1,3,0.7082463703692872,0.24794160750801597,0.09232527285425862,1.3241674678843158,0.03850738937911498,0.4409077193103492,0.9306432281035324,positive,0.11552216813734494,21,tie,False,False
S_C3_Q10,Simplified_MTPR_time_safe_typed,adoption_breadth,future_child_owner_breadth_3m,lift,0.1,6,0.34203284065298095,0.10355104876715342,0.23336267952812303,0.45070300177783884,0.0004674973409019651,0.27111893093297484,0.4198638134374808,positive,0.009349946818039303,21,win,True,False
S_C3_Q10,Simplified_MTPR_time_safe_typed,adoption_breadth,future_high_download_child_owner_breadth_3m,lift,0.1,6,0.0569093529950242,0.1726963658401246,-0.12432436819811796,0.23814307418816635,0.4562220690712597,-0.08074668023974614,0.17588230061410207,mixed,0.9124441381425193,21,tie,False,False
S_C3_Q10,Simplified_MTPR_time_safe_typed,adoption_breadth,future_high_like_child_owner_breadth_3m,lift,0.1,6,0.5171253862123495,0.2860258014483537,0.21695971624263466,0.8172910561820643,0.006836996183343622,0.31429752394613736,0.7291984539017117,positive,0.08204395420012346,21,tie,False,False
S_C3_Q10,Simplified_MTPR_time_safe_typed,adoption_breadth,future_cross_owner_reuse_share_3m,lift,0.1,6,0.4418208064926204,0.2154715553303878,0.2156972769450919,0.6679443360401489,0.004026040606767056,0.29384186324824846,0.611977745530233,positive,0.05233852788797173,21,tie,False,False
S_C3_Q10,No-Propagation ModelRank,quantity,future_direct_children_3m,lift,0.1,6,0.44463843175385437,0.22984338336142326,0.20343259366010114,0.6858442698476076,0.005156467108689476,0.26359568268561734,0.5981450446336725,positive,0.07734700663034215,21,tie,False,False
S_C3_Q10,No-Propagation ModelRank,quantity,future_active_parent_months_3m,lift,0.1,6,0.3997790680835028,0.16157745698188877,0.23021392612294844,0.5693442100440571,0.0017648830768596442,0.28864807329592684,0.5210450358862514,positive,0.0317678953834736,21,win,True,False
S_C3_Q10,No-Propagation ModelRank,quantity,future_active_parent_binary_3m,auc,0.01,6,0.02324112834145046,0.0066752148256753645,0.016235919999424673,0.03024633668347625,0.0003647775967048631,0.017850807104080806,0.027368288576370654,positive,0.007660329530802125,21,win,True,False
S_C3_Q10,No-Propagation ModelRank,descendant_quality,future_child_download_quality_sum_3m,lift,0.1,6,0.2647858249115709,0.14187051183977661,0.1159018535366241,0.4136697962865177,0.005992578417557932,0.14927672312889576,0.3545568088315881,positive,0.08389609784581105,21,tie,False,False
S_C3_Q10,No-Propagation ModelRank,descendant_quality,future_child_like_quality_sum_3m,lift,0.1,6,0.3439985740338083,0.22412465882608196,0.10879416928218982,0.5792029787854267,0.013162825735779109,0.18929632433157542,0.5192603783758519,positive,0.1056465562774589,21,tie,False,False
S_C3_Q10,No-Propagation ModelRank,descendant_quality,future_high_download_child_count_3m,lift,0.1,6,-0.0166877876955069,0.11932374261827351,-0.1419103758848985,0.10853480049388468,0.7458544094545514,-0.11070632319738478,0.06264536064607502,mixed,1.0,21,tie,False,False
S_C3_Q10,No-Propagation ModelRank,descendant_quality,future_high_like_child_count_3m,lift,0.1,6,0.40971369417653886,0.2523629734856648,0.14487499561055694,0.6745523927425208,0.010564655627745891,0.22399512555832493,0.5954322627947527,positive,0.1056465562774589,21,tie,False,False
S_C3_Q10,No-Propagation ModelRank,descendant_quality,future_nonzero_like_child_share_3m,lift,0.1,6,0.6055793969371713,0.430876104891439,0.15340265608453485,1.057756137789808,0.018382514407776954,0.29645802235554575,0.9179473663180416,positive,0.11029508644666172,21,tie,False,False
S_C3_Q10,No-Propagation ModelRank,descendant_quality,future_nonzero_download_child_share_3m,lift,0.1,6,0.43892434045166057,0.18748665400105985,0.24216916373810132,0.6356795171652199,0.002258437753556353,0.31178858351681643,0.5834467647583553,positive,0.038393441810458,21,win,True,False
S_C3_Q10,No-Propagation ModelRank,descendant_quality,future_child_download_quality_mean_3m,lift,0.1,6,0.2744921962005844,0.20037138954418482,0.0642153187974353,0.4847690736037335,0.020204824319567872,0.12910596184283674,0.41987843055833207,positive,0.11029508644666172,21,tie,False,False
S_C3_Q10,No-Propagation ModelRank,descendant_quality,future_child_download_quality_median_3m,lift,0.1,6,0.2760240888737944,0.2019586770092661,0.06408145543402888,0.48796672231356,0.02037769985539788,0.12919503494339094,0.4295864253020009,positive,0.11029508644666172,21,tie,False,False
S_C3_Q10,No-Propagation ModelRank,descendant_quality,future_child_like_quality_mean_3m,lift,0.1,6,0.5815702761254705,0.3790129494995895,0.18382057893850445,0.9793199733124366,0.013176768999688364,0.30600265846846275,0.8639002226357958,positive,0.1056465562774589,21,tie,False,False
S_C3_Q10,No-Propagation ModelRank,descendant_quality,future_child_like_quality_median_3m,lift,0.1,6,0.6245231397057434,0.39267219191778346,0.2124389467111455,1.036607332700341,0.01145797013171172,0.3385774622977009,0.9104688171137858,positive,0.1056465562774589,21,tie,False,False
S_C3_Q10,No-Propagation ModelRank,repropagation,future_child_becomes_parent_share_3m,lift,0.1,3,1.4504179149111456,0.08844102614175575,1.2307182266092358,1.6701176032130554,0.0012370678512884296,1.3608889952100656,1.5377293430188352,positive,0.023504289174480164,21,win,True,False
S_C3_Q10,No-Propagation ModelRank,repropagation,future_child_future_child_count_mean_3m,lift,0.1,3,0.9997381554545841,0.16375234193133795,0.5929547874805536,1.4065215234286146,0.008824754960306972,0.9029451488725719,1.188805071041882,positive,0.09707230456337669,21,tie,False,False
S_C3_Q10,No-Propagation ModelRank,repropagation,future_child_future_child_count_median_3m,lift,0.1,3,1.2422835249041786,0.11309164046668348,0.961348315940662,1.5232187338676952,0.0027510802015506355,1.1255388605974197,1.351328647195582,positive,0.04401728322481017,21,win,True,False
