Type,HR,PR,PL,LT,Overall
adapter,12.803339157445157,44.94551338518299,4.246284501061571,8.522973272648553,38.6677885447431
finetune,13.822558726460882,40.44256370170311,56.26326963906582,21.0967612490364,36.71777496682908
merge,27.221251536918402,3.382600202860227,2.335456475583864,17.425050423983865,6.289599317868112
quantized,46.15285057917556,11.220428332697614,37.15498938428875,52.955215054331184,18.31752057440908
unknown,0.0,0.008894377556064512,0.0,0.0,0.0073165961506262015
