month,percentile,threshold_rule,n,pr_n,pr_share,pl_n,pl_share,hr_n,hr_share,lt_n,lt_share,effect_status,hr_median_desc_breadth,pl_median_desc_breadth,mann_whitney_u,p_value,signed_rank_biserial,absolute_rank_biserial,download_boundary,modelrank_boundary,download_boundary_tie_n,modelrank_boundary_tie_n,download_high_n,modelrank_high_n,exact_modelrank
2025-10,0.9,exact_top_decile,634093,42283,0.0666826474980799,21457,0.033838884832351,21127,0.0333184564409321,549226,0.8661600112286368,estimable,2.0,0.0,440318651.5,0.0,-0.9426306846731536,0.9426306846731536,56.0,0.2497182525588382,486,181,63740,63410,True
2025-10,0.9,p90_with_ties,634093,42382,0.0668387760155056,21358,0.0336827563149254,21136,0.0333326499425163,549217,0.8661458177270527,estimable,2.0,0.0,438381577.0,0.0,-0.9422221729360664,0.9422221729360664,56.0,0.2497182525588382,486,181,63740,63518,False
2025-11,0.9,exact_top_decile,652368,35566,0.0545183086846687,30005,0.0459939788585583,29671,0.045481997890761,557126,0.8540057145660118,estimable,2.0,0.0,872249299.5,0.0,-0.9594979359011824,0.9594979359011824,89.0,0.1764457011105828,541,0,65571,65237,True
2025-11,0.9,p90_with_ties,652368,35566,0.0545183086846687,30005,0.0459939788585583,29671,0.045481997890761,557126,0.8540057145660118,estimable,2.0,0.0,872249299.5,0.0,-0.9594979359011824,0.9594979359011824,89.0,0.1764457011105828,541,0,65571,65237,False
2025-12,0.9,exact_top_decile,673096,39797,0.0591252956487633,28211,0.0419122978000166,27513,0.0408752986201076,577575,0.8580871079311123,estimable,2.0,0.0,764677417.5,0.0,-0.9703883512426168,0.9703883512426168,55.0,0.1615341957713476,795,89,68008,67310,True
2025-12,0.9,p90_with_ties,673096,39833,0.059178779847154,28175,0.0418588136016259,27514,0.0408767842922852,577574,0.8580856222589348,estimable,2.0,0.0,763715044.0,0.0,-0.9703513855235688,0.9703513855235688,55.0,0.1615341957713476,795,89,68008,67347,False
2026-01,0.9,exact_top_decile,693725,48566,0.0700075678402825,21577,0.0311031028145158,20807,0.029993152906411,602775,0.8688961764387906,estimable,2.0,0.0,433277390.5,0.0,-0.930169701040559,0.930169701040559,30.0,0.1954875292731835,1280,248,70143,69373,True
2026-01,0.9,p90_with_ties,693725,48585,0.0700349562146383,21558,0.03107571444016,20810,0.0299974773865724,602772,0.8688918519586292,estimable,2.0,0.0,432930229.0,0.0,-0.9300446625464048,0.9300446625464048,30.0,0.1954875292731835,1280,248,70143,69395,False
2026-02,0.9,exact_top_decile,721364,47970,0.0664990212985399,24578,0.0340715644251723,24167,0.0335018104590747,624649,0.8659276038172129,estimable,2.0,0.0,578560326.5,0.0,-0.9480915530321816,0.9480915530321816,45.0,0.2434687593373653,793,227,72548,72137,True
2026-02,0.9,p90_with_ties,721364,48154,0.0667540936337272,24394,0.033816492089985,24193,0.0335378532890468,624623,0.8658915609872408,estimable,2.0,0.0,574554514.0,0.0,-0.9471010536423023,0.9471010536423023,45.0,0.2434687593373653,793,227,72548,72347,False
