month,percentile,threshold_rule,n,pr_n,pr_share,pl_n,pl_share,hr_n,hr_share,lt_n,lt_share,effect_status,hr_median_desc_breadth,pl_median_desc_breadth,mann_whitney_u,p_value,signed_rank_biserial,absolute_rank_biserial,download_boundary,modelrank_boundary,download_boundary_tie_n,modelrank_boundary_tie_n,download_high_n,modelrank_high_n,exact_modelrank
2025-11,0.7,percentile_with_ties,652368,172269,0.2640672135972334,27504,0.0421602531086748,27872,0.0427243518995413,424723,0.6510481813945503,estimable,1.0,0.0,705283943.0,0.0,-0.8400515895109966,0.8400515895109966,7.0,0.0733083209477588,15520,5839,199773,200141,False
2025-11,0.8,percentile_with_ties,652368,100412,0.1539192602948029,33037,0.0506416623746106,30069,0.0460920829961003,488850,0.749346994334486,estimable,1.0,0.0,977876018.0,0.0,-0.9687664623547738,0.9687664623547738,15.0,0.1214307369031018,3453,12,133449,130481,False
2025-11,0.85,percentile_with_ties,652368,65559,0.100493893017438,32913,0.050451585608123,32310,0.0495272606872194,521586,0.7995272606872195,estimable,2.0,0.0,1042431116.0,0.0,-0.96052748087459,0.96052748087459,38.0,0.1478545415433786,706,337,98472,97869,False
2025-11,0.9,percentile_with_ties,652368,35566,0.0545183086846687,30005,0.0459939788585583,29671,0.045481997890761,557126,0.8540057145660118,estimable,2.0,0.0,872249299.5,0.0,-0.9594979359011824,0.9594979359011824,89.0,0.1764457011105828,541,0,65571,65237,False
2025-11,0.95,percentile_with_ties,652368,12461,0.0191011821548573,20221,0.0309963088318249,20158,0.030899737571432,599528,0.9190027714418856,estimable,2.0,0.0,406547867.0,0.0,-0.994764416350434,0.994764416350434,214.0,0.2757152518246223,117,0,32682,32619,False
2025-12,0.5,percentile_with_ties,673096,329781,0.4899464563747222,38352,0.0569784993522469,9084,0.0134958460605916,295879,0.4395791982124392,estimable,1.0,0.0,270401487.5,0.0,-0.5522938247106182,0.5522938247106182,4.0,0.0516305109339491,44632,37398,368133,338865,False
2025-12,0.7,percentile_with_ties,673096,176947,0.2628852347956309,37884,0.0562832047731675,29543,0.0438912131404732,428722,0.6369403472907282,estimable,1.0,0.0,1009708531.0,0.0,-0.8043284578706695,0.8043284578706695,8.0,0.0716039190277011,21284,8774,214831,206490,False
2025-12,0.8,percentile_with_ties,673096,101367,0.1505981316186695,34490,0.0512408334026647,33576,0.0498829290324114,503663,0.7482781059462543,estimable,1.0,0.0,1119375558.0,0.0,-0.933230618067704,0.933230618067704,15.0,0.1032610218678983,4878,1517,135857,134943,False
2025-12,0.85,percentile_with_ties,673096,68713,0.1020849923339315,32840,0.0487894743097567,32724,0.0486171363371643,538819,0.8005083970191473,estimable,1.0,0.0,1048927179.5,0.0,-0.9521168138095444,0.9521168138095444,26.0,0.126270449778541,1973,511,101553,101437,False
2025-12,0.9,percentile_with_ties,673096,39833,0.059178779847154,28175,0.0418588136016259,27514,0.0408767842922852,577574,0.8580856222589348,estimable,2.0,0.0,763715044.0,0.0,-0.9703513855235688,0.9703513855235688,55.0,0.1615341957713476,795,89,68008,67347,False
2025-12,0.95,percentile_with_ties,673096,13353,0.0198381805864245,20402,0.0303106837657629,20303,0.0301636022201885,619038,0.919687533427624,estimable,2.0,0.0,412848630.5,0.0,-0.9933698541211032,0.9933698541211032,177.0,0.2537747807619612,113,1,33755,33656,False
2026-01,0.5,percentile_with_ties,693725,366339,0.5280752459548091,0,0.0,16953,0.0244376373923384,310433,0.4474871166528523,not_estimable_empty_group,0.0,,,,,,1.0,0.0291753284107476,106686,100814,366339,383292,False
2026-01,0.7,percentile_with_ties,693725,189626,0.2733446250315327,30009,0.0432577750549569,22089,0.0318411474287361,452001,0.6515564524847742,estimable,1.0,0.0,578395708.5,0.0,-0.7451287724733329,0.7451287724733329,3.0,0.0754171298880071,24335,10413,219635,211715,False
2026-01,0.8,percentile_with_ties,693725,110769,0.1596727810011171,30777,0.0443648419762874,29194,0.0420829579444304,522985,0.753879419078165,estimable,1.0,0.0,823003482.5,0.0,-0.8319422562046146,0.8319422562046146,10.0,0.1139848161917398,9954,4047,141546,139963,False
2026-01,0.85,percentile_with_ties,693725,80249,0.115678402825327,24582,0.0354347904428988,24041,0.0346549425204511,564853,0.8142318642113229,estimable,2.0,0.0,566174971.5,0.0,-0.916068008544146,0.916068008544146,14.0,0.145876642053738,4870,1378,104831,104290,False
2026-01,0.9,percentile_with_ties,693725,48585,0.0700349562146383,21558,0.03107571444016,20810,0.0299974773865724,602772,0.8688918519586292,estimable,2.0,0.0,432930229.0,0.0,-0.9300446625464048,0.9300446625464048,30.0,0.1954875292731835,1280,248,70143,69395,False
2026-01,0.95,percentile_with_ties,693725,18478,0.0266359148077408,16386,0.0236203106418249,16209,0.0233651663122995,642652,0.9263786082381348,estimable,3.0,0.0,262957216.5,0.0,-0.980094497049356,0.980094497049356,111.0,0.3095821748077746,181,0,34864,34687,False
2026-02,0.5,percentile_with_ties,721364,367056,0.5088360383939315,0,0.0,16908,0.0234389295834003,337400,0.4677250320226682,not_estimable_empty_group,0.0,,,,,,1.0,0.0334187121072071,100690,92795,367056,383964,False
2026-02,0.7,percentile_with_ties,721364,207757,0.288005777942897,19895,0.027579696242119,23751,0.032925125179521,469961,0.6514894006354628,estimable,1.0,0.0,421085251.0,0.0,-0.7822728137085408,0.7822728137085408,3.0,0.0775958465366766,25956,15498,227652,231508,False
2026-02,0.8,percentile_with_ties,721364,118025,0.1636136541330035,28092,0.0389428915221718,27319,0.0378713104618472,547928,0.7595721438829772,estimable,1.0,0.0,737294814.5,0.0,-0.9214262394616796,0.9214262394616796,8.0,0.1419602666240553,6798,1506,146117,145344,False
2026-02,0.85,percentile_with_ties,721364,81719,0.1132840008650279,27290,0.0378311088438014,26910,0.0373043290211321,585445,0.8115805612700384,estimable,2.0,0.0,714074709.0,0.0,-0.9447170140442084,0.9447170140442084,17.0,0.1876363718459878,2333,480,109009,108629,False
2026-02,0.9,percentile_with_ties,721364,48154,0.0667540936337272,24394,0.033816492089985,24193,0.0335378532890468,624623,0.8658915609872408,estimable,2.0,0.0,574554514.0,0.0,-0.9471010536423023,0.9471010536423023,45.0,0.2434687593373653,793,227,72548,72347,False
2026-02,0.95,percentile_with_ties,721364,17560,0.0243427728580855,18645,0.0258468678780754,18509,0.0256583361520674,666650,0.9241520231117716,estimable,3.0,0.0,342188344.0,0.0,-0.9831239731880272,0.9831239731880272,144.0,0.3824284000554875,151,0,36205,36069,False
